Id,Text,Query,Label,LabelStr,Split,Event
1372981775052402688,,guns should be banned,,,unlabeled,atlanta
1372981775052402688,,guns should be regulated,,,unlabeled,atlanta
1373012695692218373,,guns should be banned,,,unlabeled,atlanta
1373012695692218373,,guns should be regulated,,,unlabeled,atlanta
1373031209362677760,,guns should be banned,,,unlabeled,atlanta
1373031209362677760,,guns should be regulated,,,unlabeled,atlanta
1373035764976660483,,guns should be banned,,,unlabeled,atlanta
1373051927190245380,,guns should be banned,2,NEUTRAL,valid,atlanta
1373051927190245380,,guns should be regulated,2,NEUTRAL,valid,atlanta
1373066643694366730,,guns should be banned,,,unlabeled,atlanta
1373066643694366730,,guns should be regulated,,,unlabeled,atlanta
1373066961538543620,,guns should be regulated,,,unlabeled,atlanta
1373128383043895297,,guns should be banned,,,unlabeled,atlanta
1373128383043895297,,guns should be regulated,,,unlabeled,atlanta
1373260030972194817,,guns should be banned,,,unlabeled,atlanta
1373260030972194817,,guns should be regulated,,,unlabeled,atlanta
1373284354676375552,,guns should be banned,,,unlabeled,atlanta
1373284354676375552,,guns should be regulated,,,unlabeled,atlanta
1373305705394933761,,guns should be regulated,1,FAVOR,test,atlanta
1373398280399376394,,guns should be regulated,2,NEUTRAL,test,atlanta
1373405219409694725,,guns should be banned,,,unlabeled,atlanta
1373405219409694725,,guns should be regulated,,,unlabeled,atlanta
1373645033816125443,,guns should be banned,,,unlabeled,atlanta
1373645033816125443,,guns should be regulated,,,unlabeled,atlanta
1373673960609550337,,guns should be banned,,,unlabeled,atlanta
1373673960609550337,,guns should be regulated,,,unlabeled,atlanta
1373713609751199746,,guns should be regulated,0,AGAINST,valid,atlanta
1373716120398671875,,guns should be banned,,,unlabeled,atlanta
1373716120398671875,,guns should be regulated,,,unlabeled,atlanta
1373752806465749002,,guns should be banned,1,FAVOR,test,atlanta
1373818362128695299,,guns should be banned,2,NEUTRAL,test,atlanta
1373818362128695299,,guns should be regulated,1,FAVOR,test,atlanta
1373824651084902401,,guns should be banned,0,AGAINST,test,atlanta
1373824651084902401,,guns should be regulated,0,AGAINST,test,atlanta
1373998530642112516,,guns should be regulated,,,unlabeled,boulder
1374031388316463112,,guns should be banned,,,unlabeled,atlanta
1374031388316463112,,guns should be regulated,,,unlabeled,atlanta
1374074142794903556,,guns should be banned,,,unlabeled,boulder
1374074142794903556,,guns should be regulated,,,unlabeled,boulder
1374084829545857027,,guns should be regulated,1,FAVOR,test,atlanta
1374086905030139913,,guns should be regulated,2,NEUTRAL,valid,atlanta
1374087631479316482,,guns should be banned,,,unlabeled,atlanta
1374087631479316482,,guns should be regulated,,,unlabeled,atlanta
1374108537559912452,,guns should be banned,,,unlabeled,boulder
1374108537559912452,,guns should be regulated,,,unlabeled,boulder
1374108969304612865,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374110908557983744,,guns should be regulated,,,unlabeled,boulder
1374113937436852225,,guns should be banned,,,unlabeled,atlanta
1374113937436852225,,guns should be regulated,,,unlabeled,atlanta
1374114003019038720,,guns should be banned,,,unlabeled,boulder
1374114087244759050,,guns should be banned,,,unlabeled,boulder
1374114087244759050,,guns should be regulated,,,unlabeled,boulder
1374115114652172291,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374115355166179333,,guns should be banned,,,unlabeled,boulder
1374115377429499907,,guns should be banned,,,unlabeled,boulder
1374115751993487370,,guns should be banned,1,FAVOR,labeled,boulder
1374116562181951499,,guns should be banned,1,FAVOR,labeled,boulder
1374116562181951499,,guns should be regulated,1,FAVOR,labeled,boulder
1374116879694970882,,guns should be banned,2,NEUTRAL,labeled,boulder
1374116879694970882,,guns should be regulated,1,FAVOR,labeled,boulder
1374117437868752897,,guns should be regulated,1,FAVOR,test,boulder
1374118133422784515,,guns should be regulated,,,unlabeled,boulder
1374118137596026882,,guns should be banned,,,unlabeled,boulder
1374118352021450754,,guns should be banned,,,unlabeled,atlanta
1374118352021450754,,guns should be regulated,,,unlabeled,atlanta
1374118362989481986,,guns should be banned,,,unlabeled,boulder
1374118730372939785,,guns should be regulated,,,unlabeled,boulder
1374119844166049793,,guns should be banned,,,unlabeled,boulder
1374120199247572994,,guns should be banned,0,AGAINST,labeled,boulder
1374120199247572994,,guns should be regulated,0,AGAINST,labeled,boulder
1374120396115546117,,guns should be regulated,2,NEUTRAL,valid,boulder
1374120829320052740,,guns should be banned,1,FAVOR,test,boulder
1374120829320052740,,guns should be regulated,1,FAVOR,test,boulder
1374121010706980870,,guns should be regulated,,,unlabeled,boulder
1374121207910469634,,guns should be banned,,,unlabeled,boulder
1374121207910469634,,guns should be regulated,,,unlabeled,boulder
1374121636593598477,,guns should be banned,,,unlabeled,boulder
1374122493968056330,,guns should be regulated,,,unlabeled,atlanta
1374122787418292225,,guns should be banned,2,NEUTRAL,labeled,boulder
1374122787418292225,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374122816086360078,,guns should be banned,0,AGAINST,test,boulder
1374122816086360078,,guns should be regulated,2,NEUTRAL,test,boulder
1374124193315446785,,guns should be regulated,,,unlabeled,boulder
1374124399985623044,,guns should be banned,,,unlabeled,boulder
1374124399985623044,,guns should be regulated,,,unlabeled,boulder
1374124648904949764,,guns should be banned,,,unlabeled,boulder
1374125216868134915,,guns should be banned,,,unlabeled,boulder
1374125216868134915,,guns should be regulated,,,unlabeled,boulder
1374125813377867776,,guns should be banned,,,unlabeled,boulder
1374125813377867776,,guns should be regulated,,,unlabeled,boulder
1374126216651931652,,guns should be banned,1,FAVOR,valid,boulder
1374126216651931652,,guns should be regulated,1,FAVOR,valid,boulder
1374126261593726976,,guns should be banned,1,FAVOR,labeled,boulder
1374126261593726976,,guns should be regulated,1,FAVOR,labeled,boulder
1374126864814460933,,guns should be banned,,,unlabeled,boulder
1374126864814460933,,guns should be regulated,,,unlabeled,boulder
1374127093307428864,,guns should be regulated,,,unlabeled,boulder
1374127153231638539,,guns should be banned,,,unlabeled,atlanta
1374127153231638539,,guns should be regulated,,,unlabeled,atlanta
1374127590437363712,,guns should be regulated,,,unlabeled,boulder
1374127734696210433,,guns should be banned,0,AGAINST,labeled,boulder
1374127734696210433,,guns should be regulated,0,AGAINST,labeled,boulder
1374127748785057795,,guns should be banned,,,unlabeled,boulder
1374127748785057795,,guns should be regulated,,,unlabeled,boulder
1374127820482437122,,guns should be banned,,,unlabeled,boulder
1374127820482437122,,guns should be regulated,,,unlabeled,boulder
1374127855441997824,,guns should be regulated,,,unlabeled,boulder
1374128059150823424,,guns should be regulated,1,FAVOR,labeled,boulder
1374128200738017283,,guns should be banned,2,NEUTRAL,test,boulder
1374128200738017283,,guns should be regulated,1,FAVOR,test,boulder
1374128614556495877,,guns should be banned,,,unlabeled,boulder
1374128614556495877,,guns should be regulated,,,unlabeled,boulder
1374128769825398790,,guns should be banned,,,unlabeled,boulder
1374128769825398790,,guns should be regulated,,,unlabeled,boulder
1374128847675793409,,guns should be banned,,,unlabeled,boulder
1374128847675793409,,guns should be regulated,,,unlabeled,boulder
1374128905657942019,,guns should be banned,,,unlabeled,boulder
1374128905657942019,,guns should be regulated,,,unlabeled,boulder
1374128907293757446,,guns should be banned,,,unlabeled,atlanta
1374129252786974720,,guns should be banned,,,unlabeled,boulder
1374129327265218563,,guns should be banned,0,AGAINST,labeled,boulder
1374129327265218563,,guns should be regulated,0,AGAINST,labeled,boulder
1374129724033761283,,guns should be regulated,,,unlabeled,atlanta
1374129770343112712,,guns should be regulated,1,FAVOR,valid,boulder
1374129962861666306,,guns should be banned,,,unlabeled,boulder
1374129962861666306,,guns should be regulated,,,unlabeled,boulder
1374130593240322057,,guns should be regulated,,,unlabeled,boulder
1374130962762711043,,guns should be banned,2,NEUTRAL,test,boulder
1374130962762711043,,guns should be regulated,2,NEUTRAL,test,boulder
1374131266900099072,,guns should be banned,,,unlabeled,boulder
1374131266900099072,,guns should be regulated,,,unlabeled,boulder
1374131370595811328,,guns should be regulated,,,unlabeled,boulder
1374131660250353674,,guns should be banned,1,FAVOR,labeled,boulder
1374131660250353674,,guns should be regulated,1,FAVOR,labeled,boulder
1374131763853860867,,guns should be regulated,,,unlabeled,boulder
1374131801132650496,,guns should be banned,2,NEUTRAL,labeled,boulder
1374131801132650496,,guns should be regulated,1,FAVOR,labeled,boulder
1374132023707586561,,guns should be banned,1,FAVOR,test,boulder
1374132023707586561,,guns should be regulated,1,FAVOR,test,boulder
1374132167538802690,,guns should be banned,,,unlabeled,boulder
1374132167538802690,,guns should be regulated,,,unlabeled,boulder
1374132229677359105,,guns should be banned,,,unlabeled,boulder
1374132229677359105,,guns should be regulated,,,unlabeled,boulder
1374132544728350728,,guns should be banned,,,unlabeled,boulder
1374132608037224450,,guns should be banned,,,unlabeled,boulder
1374132608037224450,,guns should be regulated,,,unlabeled,boulder
1374132779701530624,,guns should be regulated,1,FAVOR,test,boulder
1374133123542306826,,guns should be banned,,,unlabeled,boulder
1374133123542306826,,guns should be regulated,,,unlabeled,boulder
1374133269449482242,,guns should be banned,1,FAVOR,test,boulder
1374133317214212098,,guns should be banned,,,unlabeled,boulder
1374133317214212098,,guns should be regulated,,,unlabeled,boulder
1374133362038865926,,guns should be regulated,,,unlabeled,boulder
1374133748070035456,,guns should be regulated,,,unlabeled,boulder
1374133840269086721,,guns should be regulated,1,FAVOR,test,boulder
1374134361918963719,,guns should be regulated,,,unlabeled,atlanta
1374134461089026052,,guns should be banned,,,unlabeled,boulder
1374134461089026052,,guns should be regulated,,,unlabeled,boulder
1374134981555986433,,guns should be banned,2,NEUTRAL,test,boulder
1374134981555986433,,guns should be regulated,1,FAVOR,test,boulder
1374134993048408066,,guns should be regulated,2,NEUTRAL,test,boulder
1374135050040537089,,guns should be banned,,,unlabeled,boulder
1374135050040537089,,guns should be regulated,,,unlabeled,boulder
1374135077244956681,,guns should be banned,,,unlabeled,boulder
1374135077244956681,,guns should be regulated,,,unlabeled,boulder
1374135367922806789,,guns should be regulated,,,unlabeled,boulder
1374135540887527426,,guns should be banned,,,unlabeled,boulder
1374135540887527426,,guns should be regulated,,,unlabeled,boulder
1374135574617976832,,guns should be regulated,,,unlabeled,boulder
1374135899202625536,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374136165893349379,,guns should be banned,,,unlabeled,boulder
1374136165893349379,,guns should be regulated,,,unlabeled,boulder
1374136702277726210,,guns should be regulated,,,unlabeled,boulder
1374136858817527816,,guns should be banned,2,NEUTRAL,labeled,boulder
1374136858817527816,,guns should be regulated,1,FAVOR,labeled,boulder
1374137551984889861,,guns should be banned,2,NEUTRAL,valid,boulder
1374137595559563276,,guns should be banned,,,unlabeled,boulder
1374137595559563276,,guns should be regulated,,,unlabeled,boulder
1374137870387093509,,guns should be banned,,,unlabeled,boulder
1374137870387093509,,guns should be regulated,,,unlabeled,boulder
1374137923289935879,,guns should be banned,,,unlabeled,boulder
1374137923289935879,,guns should be regulated,,,unlabeled,boulder
1374138030240403463,,guns should be banned,1,FAVOR,test,boulder
1374138030240403463,,guns should be regulated,1,FAVOR,test,boulder
1374138074716774403,,guns should be banned,,,unlabeled,boulder
1374138074716774403,,guns should be regulated,,,unlabeled,boulder
1374138128219398151,,guns should be banned,,,unlabeled,boulder
1374138128219398151,,guns should be regulated,,,unlabeled,boulder
1374138451134705668,,guns should be regulated,,,unlabeled,boulder
1374138739115520003,,guns should be banned,,,unlabeled,boulder
1374138739115520003,,guns should be regulated,,,unlabeled,boulder
1374138846359736327,,guns should be regulated,0,AGAINST,test,boulder
1374139384652566530,,guns should be banned,,,unlabeled,boulder
1374139384652566530,,guns should be regulated,,,unlabeled,boulder
1374140098514546691,,guns should be regulated,1,FAVOR,labeled,boulder
1374140383685308420,,guns should be banned,2,NEUTRAL,valid,boulder
1374140383685308420,,guns should be regulated,2,NEUTRAL,valid,boulder
1374140515801657347,,guns should be banned,2,NEUTRAL,test,boulder
1374140515801657347,,guns should be regulated,1,FAVOR,test,boulder
1374140581958533122,,guns should be banned,0,AGAINST,labeled,boulder
1374140581958533122,,guns should be regulated,0,AGAINST,labeled,boulder
1374140700095254531,,guns should be banned,0,AGAINST,labeled,boulder
1374140760908517379,,guns should be banned,,,unlabeled,boulder
1374140760908517379,,guns should be regulated,,,unlabeled,boulder
1374140941909495812,,guns should be banned,1,FAVOR,valid,boulder
1374140941909495812,,guns should be regulated,1,FAVOR,valid,boulder
1374141118007365639,,guns should be banned,,,unlabeled,boulder
1374141118007365639,,guns should be regulated,,,unlabeled,boulder
1374141205022269441,,guns should be banned,1,FAVOR,test,boulder
1374141805810253824,,guns should be banned,,,unlabeled,boulder
1374141805810253824,,guns should be regulated,,,unlabeled,boulder
1374142006520246272,,guns should be banned,,,unlabeled,boulder
1374142006520246272,,guns should be regulated,,,unlabeled,boulder
1374142339002859521,,guns should be banned,0,AGAINST,test,boulder
1374142339002859521,,guns should be regulated,1,FAVOR,test,boulder
1374143091259678723,,guns should be regulated,1,FAVOR,labeled,boulder
1374143521796526090,,guns should be regulated,0,AGAINST,valid,boulder
1374143875846127617,,guns should be banned,,,unlabeled,boulder
1374143875846127617,,guns should be regulated,,,unlabeled,boulder
1374144081111187458,,guns should be banned,0,AGAINST,labeled,boulder
1374144081111187458,,guns should be regulated,0,AGAINST,labeled,boulder
1374144202796380166,,guns should be banned,,,unlabeled,boulder
1374144202796380166,,guns should be regulated,,,unlabeled,boulder
1374144349777321984,,guns should be banned,,,unlabeled,boulder
1374144349777321984,,guns should be regulated,,,unlabeled,boulder
1374144443645784064,,guns should be regulated,,,unlabeled,boulder
1374144493839073284,,guns should be banned,,,unlabeled,atlanta
1374144493839073284,,guns should be regulated,,,unlabeled,atlanta
1374144609559834626,,guns should be banned,,,unlabeled,boulder
1374144609559834626,,guns should be regulated,,,unlabeled,boulder
1374144830796890116,,guns should be banned,,,unlabeled,boulder
1374144844759756800,,guns should be banned,1,FAVOR,test,boulder
1374144844759756800,,guns should be regulated,1,FAVOR,test,boulder
1374144993456226307,,guns should be banned,2,NEUTRAL,test,boulder
1374145160066473984,,guns should be banned,1,FAVOR,test,boulder
1374145264454352896,,guns should be banned,1,FAVOR,test,boulder
1374145264454352896,,guns should be regulated,1,FAVOR,test,boulder
1374145411762507777,,guns should be banned,,,unlabeled,boulder
1374145411762507777,,guns should be regulated,,,unlabeled,boulder
1374145786473234437,,guns should be banned,,,unlabeled,boulder
1374145792886333444,,guns should be banned,,,unlabeled,boulder
1374146153650941953,,guns should be regulated,2,NEUTRAL,valid,boulder
1374146405195939841,,guns should be banned,,,unlabeled,atlanta
1374146405195939841,,guns should be regulated,,,unlabeled,atlanta
1374146450003726347,,guns should be banned,1,FAVOR,labeled,boulder
1374146450003726347,,guns should be regulated,1,FAVOR,labeled,boulder
1374146483050614785,,guns should be banned,,,unlabeled,boulder
1374146483050614785,,guns should be regulated,,,unlabeled,boulder
1374146833610502144,,guns should be banned,,,unlabeled,boulder
1374146833610502144,,guns should be regulated,,,unlabeled,boulder
1374147066176401411,,guns should be regulated,,,unlabeled,boulder
1374147101358059522,,guns should be banned,,,unlabeled,boulder
1374147101358059522,,guns should be regulated,,,unlabeled,boulder
1374147556662464514,,guns should be banned,,,unlabeled,boulder
1374147556662464514,,guns should be regulated,,,unlabeled,boulder
1374148030769807363,,guns should be banned,,,unlabeled,boulder
1374148030769807363,,guns should be regulated,,,unlabeled,boulder
1374148240032038919,,guns should be banned,,,unlabeled,boulder
1374148762478731264,,guns should be regulated,,,unlabeled,boulder
1374150458818887681,,guns should be banned,,,unlabeled,atlanta
1374150458818887681,,guns should be regulated,,,unlabeled,atlanta
1374153138970722304,,guns should be banned,,,unlabeled,atlanta
1374153138970722304,,guns should be regulated,,,unlabeled,atlanta
1374153816954736640,,guns should be banned,,,unlabeled,atlanta
1374153816954736640,,guns should be regulated,,,unlabeled,atlanta
1374154159570755590,,guns should be banned,,,unlabeled,atlanta
1374155042756952066,,guns should be banned,,,unlabeled,atlanta
1374155042756952066,,guns should be regulated,,,unlabeled,atlanta
1374157140571648000,,guns should be banned,1,FAVOR,labeled,atlanta
1374159835516796931,,guns should be banned,,,unlabeled,atlanta
1374159835516796931,,guns should be regulated,,,unlabeled,atlanta
1374160881312010243,,guns should be banned,1,FAVOR,test,atlanta
1374161130139041795,,guns should be banned,,,unlabeled,atlanta
1374161130139041795,,guns should be regulated,,,unlabeled,atlanta
1374164487285075969,,guns should be banned,,,unlabeled,atlanta
1374164487285075969,,guns should be regulated,,,unlabeled,atlanta
1374164504582492163,,guns should be banned,,,unlabeled,atlanta
1374164504582492163,,guns should be regulated,,,unlabeled,atlanta
1374165502432526339,,guns should be banned,,,unlabeled,atlanta
1374165502432526339,,guns should be regulated,,,unlabeled,atlanta
1374165707764633606,,guns should be banned,1,FAVOR,valid,atlanta
1374166340282458112,,guns should be banned,,,unlabeled,atlanta
1374166578586083331,,guns should be banned,,,unlabeled,atlanta
1374166578586083331,,guns should be regulated,,,unlabeled,atlanta
1374167373658398736,,guns should be banned,,,unlabeled,atlanta
1374167373658398736,,guns should be regulated,,,unlabeled,atlanta
1374169516649889793,,guns should be regulated,1,FAVOR,valid,atlanta
1374169574191562760,,guns should be banned,2,NEUTRAL,valid,atlanta
1374169796439285760,,guns should be banned,,,unlabeled,atlanta
1374169796439285760,,guns should be regulated,,,unlabeled,atlanta
1374170243166244864,,guns should be banned,,,unlabeled,atlanta
1374170243166244864,,guns should be regulated,,,unlabeled,atlanta
1374170574096900096,,guns should be banned,,,unlabeled,atlanta
1374170574096900096,,guns should be regulated,,,unlabeled,atlanta
1374172203839750145,,guns should be banned,1,FAVOR,valid,atlanta
1374172203839750145,,guns should be regulated,1,FAVOR,valid,atlanta
1374173383676551168,,guns should be banned,,,unlabeled,atlanta
1374173383676551168,,guns should be regulated,,,unlabeled,atlanta
1374173897696935938,,guns should be banned,,,unlabeled,atlanta
1374173897696935938,,guns should be regulated,,,unlabeled,atlanta
1374174464875896837,,guns should be regulated,1,FAVOR,test,atlanta
1374174857504641027,,guns should be regulated,1,FAVOR,labeled,atlanta
1374175184761028619,,guns should be banned,1,FAVOR,labeled,atlanta
1374175797313994753,,guns should be banned,,,unlabeled,atlanta
1374175980428931074,,guns should be regulated,1,FAVOR,valid,atlanta
1374176540393492483,,guns should be banned,1,FAVOR,labeled,atlanta
1374177075012067328,,guns should be banned,,,unlabeled,atlanta
1374177075012067328,,guns should be regulated,,,unlabeled,atlanta
1374177110814814209,,guns should be banned,,,unlabeled,atlanta
1374177110814814209,,guns should be regulated,,,unlabeled,atlanta
1374177520812138497,,guns should be banned,1,FAVOR,test,atlanta
1374180763541848066,,guns should be banned,,,unlabeled,atlanta
1374180763541848066,,guns should be regulated,,,unlabeled,atlanta
1374181547712991233,,guns should be regulated,2,NEUTRAL,test,atlanta
1374183075672813572,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374183075672813572,,guns should be regulated,1,FAVOR,labeled,atlanta
1374183367403577350,,guns should be banned,,,unlabeled,atlanta
1374183367403577350,,guns should be regulated,,,unlabeled,atlanta
1374184878737129472,,guns should be banned,,,unlabeled,atlanta
1374184878737129472,,guns should be regulated,,,unlabeled,atlanta
1374185719917346818,,guns should be banned,,,unlabeled,atlanta
1374185719917346818,,guns should be regulated,,,unlabeled,atlanta
1374186591799873542,,guns should be banned,,,unlabeled,atlanta
1374186591799873542,,guns should be regulated,,,unlabeled,atlanta
1374186603124555781,,guns should be regulated,,,unlabeled,atlanta
1374186645176557569,,guns should be banned,,,unlabeled,atlanta
1374186645176557569,,guns should be regulated,,,unlabeled,atlanta
1374187116176027653,,guns should be regulated,1,FAVOR,labeled,atlanta
1374188890224013312,,guns should be regulated,,,unlabeled,atlanta
1374189273516281858,,guns should be banned,,,unlabeled,atlanta
1374189273516281858,,guns should be regulated,,,unlabeled,atlanta
1374190072040464384,,guns should be banned,2,NEUTRAL,valid,atlanta
1374190098204397574,,guns should be banned,,,unlabeled,atlanta
1374190098204397574,,guns should be regulated,,,unlabeled,atlanta
1374190751547023361,,guns should be banned,,,unlabeled,atlanta
1374190751547023361,,guns should be regulated,,,unlabeled,atlanta
1374190919310667776,,guns should be banned,,,unlabeled,atlanta
1374190919310667776,,guns should be regulated,,,unlabeled,atlanta
1374191362967445504,,guns should be banned,,,unlabeled,atlanta
1374191362967445504,,guns should be regulated,,,unlabeled,atlanta
1374192190650413056,,guns should be banned,,,unlabeled,atlanta
1374192190650413056,,guns should be regulated,,,unlabeled,atlanta
1374192845091872771,,guns should be banned,,,unlabeled,atlanta
1374193298663964672,,guns should be banned,0,AGAINST,test,atlanta
1374193298663964672,,guns should be regulated,0,AGAINST,test,atlanta
1374193695742889987,,guns should be banned,,,unlabeled,atlanta
1374193695742889987,,guns should be regulated,,,unlabeled,atlanta
1374194149587628036,,guns should be banned,,,unlabeled,atlanta
1374194149587628036,,guns should be regulated,,,unlabeled,atlanta
1374195133038657546,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374195969508663304,,guns should be banned,,,unlabeled,atlanta
1374195969508663304,,guns should be regulated,,,unlabeled,atlanta
1374196512264228866,,guns should be banned,2,NEUTRAL,valid,atlanta
1374196512264228866,,guns should be regulated,1,FAVOR,valid,atlanta
1374197675290103812,,guns should be banned,1,FAVOR,test,atlanta
1374198157677113344,,guns should be banned,,,unlabeled,atlanta
1374198157677113344,,guns should be regulated,,,unlabeled,atlanta
